YEAR,ECONOMIC_SECTOR,RISK_COUNTRY,MEAN_WEIGHTED_INTENSITY,MED_WEIGHTED_INTENSITY,TOTAL_HOLDINGS,TOTAL_HOLDINGS(USD),SECTOR_CSPP_HOLDINGS,SECTOR_ELIGIBLE_CSPP_UNIVERSE,COUNTRY_CSPP_HOLDINGS,COUNTRY_ELIGIBLE_CSPP_UNIVERSE,WEIGHTS,SUM_WEIGHTS,MEAN_WACI,MEDIAN_WACI
2019,Insurance,Italy,0.8588756633157039,0.8588756633157039,178566.1666666667,187494,0.03,0.03,0.11,0.1,0.0033,0.6805,0.004165010564205471,0.004165010564205471
2019,Insurance,Netherlands,6606.726776570901,10696.432052578431,178566.1666666667,187494,0.03,0.03,0.06,0.055,0.0018,0.6805,17.47554474331759,28.29328096200026
2019,Insurance,Other (euro area),150.83999999999997,150.83999999999997,178566.1666666667,187494,0.03,0.03,0.06,0.07,0.0018,0.6805,0.398988978692138,0.398988978692138
2019,Insurance,Spain,2.10892137439707,2.10892137439707,178566.1666666667,187494,0.03,0.03,0.1,0.08,0.0029999999999999996,0.6805,0.009297228689480101,0.009297228689480101
2019,Other sectors,Belgium,29.06491381828805,42.7,178566.1666666667,187494,0.09,0.08,0.045,0.045,0.00405,0.6805,0.17298001611178046,0.2541293166789126
2019,Other sectors,France,6718.694460275355,150.84,178566.1666666667,187494,0.09,0.08,0.3,0.315,0.027,0.6805,266.5756802754366,5.984834680382072
2019,Other sectors,Germany,1509.6670838455846,150.83999999999997,178566.1666666667,187494,0.09,0.08,0.25,0.27,0.0225,0.6805,49.91551709996421,4.987362233651726
2019,Other sectors,Italy,751.3866020962492,150.84,178566.1666666667,187494,0.09,0.08,0.11,0.1,0.009899999999999999,0.6805,10.931267245779377,2.1944393828067597
2019,Other sectors,Netherlands,19487.916052868186,2774.259943576906,178566.1666666667,187494,0.09,0.08,0.06,0.055,0.005399999999999999,0.6805,154.64327213150358,22.014700507443486
2019,Other sectors,Other (euro area),134604.70827849067,150.84000000000003,178566.1666666667,187494,0.09,0.08,0.06,0.07,0.005399999999999999,0.6805,1068.1343493076406,1.1969669360764146
2019,Other sectors,Other (non-euro area),38.90393520024736,38.90393520024736,178566.1666666667,187494,0.09,0.08,0.035,0.035,0.00315,0.6805,0.18008434368960938,0.18008434368960938
2019,Other sectors,Spain,4523.844330286926,2420.2700000000004,178566.1666666667,187494,0.09,0.08,0.1,0.08,0.009,0.6805,59.83041729990057,32.00944893460691
2019,Real estate,Belgium,1.0525253883919565,1.0525253883919565,178566.1666666667,187494,0.06,0.07,0.045,0.045,0.0026999999999999997,0.6805,0.004176074281643324,0.004176074281643324
2019,Real estate,France,2157.9988267982767,86.6,178566.1666666667,187494,0.06,0.07,0.3,0.315,0.018,0.6805,57.081526645656105,2.290668626010286
2019,Real estate,Germany,8.2999271958271,0.28467233309483925,178566.1666666667,187494,0.06,0.07,0.25,0.27,0.015,0.6805,0.18295210571257386,0.0062749228455879335
2019,Real estate,Italy,86.6,86.6,178566.1666666667,187494,0.06,0.07,0.11,0.1,0.0066,0.6805,0.839911829537105,0.839911829537105
2019,Real estate,Netherlands,86.60000000000001,86.60000000000001,178566.1666666667,187494,0.06,0.07,0.06,0.055,0.0036,0.6805,0.45813372520205736,0.45813372520205736
2019,Real estate,Other (euro area),97.68580869631973,86.6,178566.1666666667,187494,0.06,0.07,0.06,0.07,0.0036,0.6805,0.5167801782612065,0.4581337252020573
2019,Telecommunication,France,25.62014933310103,29.894043450524908,178566.1666666667,187494,0.09,0.08,0.3,0.315,0.027,0.6805,1.0165231917615398,1.1860972419752718
2019,Telecommunication,Germany,29.43729296106512,28.920000000000005,178566.1666666667,187494,0.09,0.08,0.25,0.27,0.0225,0.6805,0.9733124050315431,0.9562086700955181
2019,Telecommunication,Italy,28.919999999999998,28.919999999999998,178566.1666666667,187494,0.09,0.08,0.11,0.1,0.009899999999999999,0.6805,0.4207318148420279,0.4207318148420279
2019,Telecommunication,Netherlands,4.212834326843905,4.212834326843905,178566.1666666667,187494,0.09,0.08,0.06,0.055,0.005399999999999999,0.6805,0.033430279742773086,0.033430279742773086
2019,Telecommunication,Other (euro area),149.3172982014893,28.920000000000005,178566.1666666667,187494,0.09,0.08,0.06,0.07,0.005399999999999999,0.6805,1.1848837770581075,0.22949008082292432
2019,Telecommunication,Spain,7.034379825209326,7.034379825209327,178566.1666666667,187494,0.09,0.08,0.1,0.08,0.009,0.6805,0.09303367880511967,0.09303367880511967
2019,Utilities,Belgium,2909.17,2909.17,178566.1666666667,187494,0.15,0.16,0.045,0.045,0.00675,0.6805,28.85657237325496,28.85657237325496
2019,Utilities,France,3541.3426842835793,1842.2227538494094,178566.1666666667,187494,0.15,0.16,0.3,0.315,0.045,0.6805,234.18136780714337,121.8222247218566
2019,Utilities,Germany,1451.9611578717756,186.71994764068228,178566.1666666667,187494,0.15,0.16,0.25,0.27,0.0375,0.6805,80.0125546218833,10.289490134497555
2019,Utilities,Italy,519.0578980615674,512.5882702353291,178566.1666666667,187494,0.15,0.16,0.11,0.1,0.0165,0.6805,12.58553316387342,12.428664891819148
2019,Utilities,Netherlands,11431.746334185873,2909.17,178566.1666666667,187494,0.15,0.16,0.06,0.055,0.009,0.6805,151.19135489738846,38.475429831006615
2019,Utilities,Other (euro area),2548.1261761279043,2909.17,178566.1666666667,187494,0.15,0.16,0.06,0.07,0.009,0.6805,33.700419669582864,38.475429831006615
2020,Automotive and parts,Germany,10601.77,10601.77,221303.0,232368,0.09,0.105,0.235,0.27,0.02115,0.6877,326.05414497600697,326.05414497600697
2020,Beverages,Belgium,61.3590091702165,61.3590091702165,221303.0,232368,0.045,0.04,0.04,0.04,0.0018,0.6877,0.16060232151576226,0.16060232151576226
2020,Beverages,France,30.740702384941063,30.740702384941063,221303.0,232368,0.045,0.04,0.315,0.325,0.014175,0.6877,0.6336330613734762,0.6336330613734762
2020,Beverages,Germany,7.8031788385743965,7.803178838574396,221303.0,232368,0.045,0.04,0.235,0.27,0.010575,0.6877,0.11999217132168713,0.11999217132168712
2020,Beverages,Italy,143.18467596547268,143.18467596547268,221303.0,232368,0.045,0.04,0.105,0.07500000000000001,0.004724999999999999,0.6877,0.9837830361158328,0.9837830361158328
2020,Beverages,Netherlands,61.3590091702165,61.3590091702165,221303.0,232368,0.045,0.04,0.06,0.06,0.0026999999999999993,0.6877,0.24090348227364333,0.24090348227364333
2020,Beverages,Spain,42.7,42.7,221303.0,232368,0.045,0.04,0.095,0.08,0.004275,0.6877,0.265439144976007,0.265439144976007
2020,Chemicals,Belgium,1063.9729131279794,1063.9729131279794,221303.0,232368,0.04,0.03,0.04,0.04,0.0016,0.6877,2.47543501672934,2.47543501672934
2020,Chemicals,France,22.663350669177937,22.663350669177937,221303.0,232368,0.04,0.03,0.315,0.325,0.0126,0.6877,0.4152366125223819,0.4152366125223819
2020,Chemicals,Germany,6759.002753548077,10601.77,221303.0,232368,0.04,0.03,0.235,0.27,0.0094,0.6877,92.38712503032124,144.91295332266978
2020,Construction & Materials,France,233.30988892299717,132.83752489312982,221303.0,232368,0.05,0.05,0.315,0.325,0.01575,0.6877,5.343363022447587,3.0423019006351533
2020,Construction & Materials,Germany,86.6271775586314,86.6271775586314,221303.0,232368,0.05,0.05,0.235,0.27,0.01175,0.6877,1.4801066399795246,1.4801066399795246
2020,Construction & Materials,Italy,17.85284299239315,17.85284299239315,221303.0,232368,0.05,0.05,0.105,0.07500000000000001,0.00525,0.6877,0.13629115269749026,0.13629115269749026
2020,Construction & Materials,Other (euro area),53.27,53.27,221303.0,232368,0.05,0.05,0.06,0.065,0.003,0.6877,0.232383306674422,0.232383306674422
2020,Construction & Materials,Spain,53.269999999999996,53.269999999999996,221303.0,232368,0.05,0.05,0.095,0.08,0.004750000000000001,0.6877,0.36794023556783484,0.36794023556783484
2020,Energy and basic resources,Belgium,82.93947983842394,82.93947983842392,221303.0,232368,0.07,0.07500000000000001,0.04,0.04,0.0028000000000000004,0.6877,0.33769164395461254,0.3376916439546125
2020,Energy and basic resources,France,445.40088159652817,445.40088159652817,221303.0,232368,0.07,0.07500000000000001,0.315,0.325,0.022050000000000004,0.6877,14.281066510401988,14.281066510401988
2020,Energy and basic resources,Germany,370.58455560389376,316.8833481848309,221303.0,232368,0.07,0.07500000000000001,0.235,0.27,0.01645,0.6877,8.864498967113644,7.579949218613448
2020,Energy and basic resources,Italy,533.5005628275999,533.5005628275999,221303.0,232368,0.07,0.07500000000000001,0.105,0.07500000000000001,0.0073500000000000015,0.6877,5.701947268842315,5.701947268842315
2020,Energy and basic resources,Netherlands,127.8364098580499,71.99045678418202,221303.0,232368,0.07,0.07500000000000001,0.06,0.06,0.004200000000000001,0.6877,0.7807371257871305,0.43966834156400253
2020,Energy and basic resources,Other (euro area),1011.5326957175106,494.768105748698,221303.0,232368,0.07,0.07500000000000001,0.06,0.065,0.004200000000000001,0.6877,6.177748032592039,3.0217042956878464
2020,Energy and basic resources,Spain,689.68,689.6800000000001,221303.0,232368,0.07,0.07500000000000001,0.095,0.08,0.00665,0.6877,6.669146430129416,6.669146430129417
2020,Food,France,45.832113123066584,52.35046751807881,221303.0,232368,0.04,0.03,0.315,0.325,0.0126,0.6877,0.8397333508079671,0.9591622665810572
2020,Food,Germany,17.868223937712454,17.23711674333077,221303.0,232368,0.04,0.03,0.235,0.27,0.0094,0.6877,0.24423630218772296,0.23560985515095137
2020,Food,Netherlands,58.34657034489398,17.23711674333077,221303.0,232368,0.04,0.03,0.06,0.06,0.0024,0.6877,0.2036233369605141,0.060155707698115235
2020,Food,Other (non-euro area),418.9585811193267,418.95858111932677,221303.0,232368,0.04,0.03,0.055,0.06,0.0022,0.6877,1.3402775606551096,1.3402775606551096
2020,Infrastructure and transportation,France,2304.237182613387,356.39,221303.0,232368,0.11,0.12,0.315,0.325,0.03465,0.6877,116.0997795223991,17.95683219427076
2020,Infrastructure and transportation,Germany,164.92988294967583,94.70502594757193,221303.0,232368,0.11,0.12,0.235,0.27,0.025849999999999998,0.6877,6.199560090517842,3.559873376101111
2020,Infrastructure and transportation,Italy,163.74210386875504,31.91694500878069,221303.0,232368,0.11,0.12,0.105,0.07500000000000001,0.01155,0.6877,2.750067325409511,0.5360487346974219
2020,Infrastructure and transportation,Netherlands,232.481416110909,356.39,221303.0,232368,0.11,0.12,0.06,0.06,0.0066,0.6877,2.231172526293441,3.420348989384906
2020,Infrastructure and transportation,Other (euro area),356.39,356.39,221303.0,232368,0.11,0.12,0.06,0.065,0.0066,0.6877,3.420348989384906,3.420348989384906
2020,Infrastructure and transportation,Spain,373.5869502355414,84.1249780955385,221303.0,232368,0.11,0.12,0.095,0.08,0.010450000000000001,0.6877,5.676870190433922,1.2783277898769483
2020,Insurance,France,0.9714609855907835,0.9714609855907835,221303.0,232368,0.025,0.025,0.315,0.325,0.007875,0.6877,0.011124407825399769,0.011124407825399769
2020,Insurance,Germany,100.56433848890431,150.84,221303.0,232368,0.025,0.025,0.235,0.27,0.005875,0.6877,0.8591180581973431,1.2886214919296206
2020,Insurance,Italy,0.8588756633157039,0.8588756633157039,221303.0,232368,0.025,0.025,0.105,0.07500000000000001,0.002625,0.6877,0.0032783897283753423,0.0032783897283753423
2020,Insurance,Netherlands,6578.3301972587315,10696.432052578431,221303.0,232368,0.025,0.025,0.06,0.06,0.0015,0.6877,14.348546307820413,23.330882767002542
2020,Insurance,Other (euro area),150.83999999999997,150.83999999999997,221303.0,232368,0.025,0.025,0.06,0.065,0.0015,0.6877,0.32900974262032856,0.32900974262032856
2020,Insurance,Spain,2.10892137439707,2.10892137439707,221303.0,232368,0.025,0.025,0.095,0.08,0.0023750000000000004,0.6877,0.007283245985448657,0.007283245985448657
2020,Other sectors,Belgium,11819.196468631155,42.7,221303.0,232368,0.09,0.09,0.04,0.04,0.0036,0.6877,61.87161158509838,0.22352770103242692
2020,Other sectors,France,6701.298303585094,150.84,221303.0,232368,0.09,0.09,0.315,0.325,0.02835,0.6877,276.2568080654899,6.218284135524212
2020,Other sectors,Germany,1439.6432956975063,150.83999999999997,221303.0,232368,0.09,0.09,0.235,0.27,0.02115,0.6877,44.27578261451542,4.639037370946633
2020,Other sectors,Italy,839.1276621586136,150.84,221303.0,232368,0.09,0.09,0.105,0.07500000000000001,0.009449999999999998,0.6877,11.530836712809215,2.07276137850807
2020,Other sectors,Netherlands,19646.50369264874,1043.3365273723857,221303.0,232368,0.09,0.09,0.06,0.06,0.0053999999999999986,0.6877,154.26947788323858,8.192550891102051
2020,Other sectors,Other (euro area),259247.5409003444,150.84000000000003,221303.0,232368,0.09,0.09,0.06,0.065,0.0053999999999999986,0.6877,2035.6793963383152,1.184435073433183
2020,Other sectors,Other (non-euro area),38.90393520024736,38.90393520024736,221303.0,232368,0.09,0.09,0.055,0.06,0.0049499999999999995,0.6877,0.2800268710792852,0.2800268710792852
2020,Other sectors,Spain,4710.2186022768,2420.2700000000004,221303.0,232368,0.09,0.09,0.095,0.08,0.00855,0.6877,58.560955430371735,30.090604187872625
2020,Real estate,Belgium,1.0525253883919565,1.0525253883919565,221303.0,232368,0.06,0.07500000000000001,0.04,0.04,0.0024,0.6877,0.003673201878930777,0.003673201878930777
2020,Real estate,France,2014.9378469788335,86.6,221303.0,232368,0.06,0.07500000000000001,0.315,0.325,0.018899999999999997,0.6877,55.376363687509006,2.3800203577141192
2020,Real estate,Germany,8.525541251035841,0.24576734025122884,221303.0,232368,0.06,0.07500000000000001,0.235,0.27,0.014099999999999998,0.6877,0.17480024958500123,0.0050389988331282914
2020,Real estate,Italy,86.6,86.6,221303.0,232368,0.06,0.07500000000000001,0.105,0.07500000000000001,0.006299999999999999,0.6877,0.7933401192380396,0.7933401192380396
2020,Real estate,Netherlands,86.60000000000001,86.60000000000001,221303.0,232368,0.06,0.07500000000000001,0.06,0.06,0.0036,0.6877,0.4533372109931657,0.4533372109931657
2020,Real estate,Other (euro area),64.54805472734846,86.6,221303.0,232368,0.06,0.07500000000000001,0.06,0.065,0.0036,0.6877,0.3378987887428449,0.4533372109931656
2020,Real estate,Spain,0.6527201832023272,0.6527201832023272,221303.0,232368,0.06,0.07500000000000001,0.095,0.08,0.0057,0.6877,0.005410069862226647,0.005410069862226647
2020,Telecommunication,France,24.607273848374977,29.894043450524908,221303.0,232368,0.08499999999999999,0.065,0.315,0.325,0.026774999999999993,0.6877,0.9580627559840625,1.1638985217213964
2020,Telecommunication,Germany,31.733585568047488,28.920000000000005,221303.0,232368,0.08499999999999999,0.065,0.235,0.27,0.019974999999999996,0.6877,0.9217367627188432,0.840013087101934
2020,Telecommunication,Italy,71.29584988035569,28.919999999999998,221303.0,232368,0.08499999999999999,0.065,0.105,0.07500000000000001,0.008924999999999999,0.6877,0.9252805877303686,0.3753249963646939
2020,Telecommunication,Netherlands,4.212834326843905,4.212834326843905,221303.0,232368,0.08499999999999999,0.065,0.06,0.06,0.0050999999999999995,0.6877,0.031242482284286627,0.031242482284286627
2020,Telecommunication,Other (euro area),139.33036559225263,28.920000000000005,221303.0,232368,0.08499999999999999,0.065,0.06,0.065,0.0050999999999999995,0.6877,1.0332773949694467,0.21447142649411083
2020,Telecommunication,Spain,7.034379825209327,7.034379825209327,221303.0,232368,0.08499999999999999,0.065,0.095,0.08,0.008074999999999999,0.6877,0.08259795999500553,0.08259795999500553
2020,Utilities,Belgium,2909.17,2909.17,221303.0,232368,0.155,0.16,0.04,0.04,0.0062,0.6877,26.227794096262905,26.227794096262905
2020,Utilities,France,3575.172239336338,1842.2227538494094,221303.0,232368,0.155,0.16,0.315,0.325,0.048825,0.6877,253.82839113799142,130.79326153365918
2020,Utilities,Germany,518.9741258862776,186.71994764068228,221303.0,232368,0.155,0.16,0.235,0.27,0.036425,0.6877,27.488196212603846,9.889885259287265
2020,Utilities,Italy,512.1832054150544,512.5882702353291,221303.0,232368,0.155,0.16,0.105,0.07500000000000001,0.016274999999999998,0.6877,12.12124715447144,12.130833354776762
2020,Utilities,Netherlands,10470.116044820696,2909.17,221303.0,232368,0.155,0.16,0.06,0.06,0.0093,0.6877,141.59092513717096,39.34169114439435
2020,Utilities,Other (euro area),2720.250176108746,2909.17,221303.0,232368,0.155,0.16,0.06,0.065,0.0093,0.6877,36.78686438535893,39.34169114439435
2020,Utilities,Spain,13.884725919918191,13.884725919918191,221303.0,232368,0.155,0.16,0.095,0.08,0.014725,0.6877,0.29729909723832393,0.29729909723832393
2021,Automotive and parts,Germany,10601.77,10601.77,283620.4166666667,297801,0.09,0.095,0.23,0.245,0.0207,0.6654,329.81160054102793,329.81160054102793
2021,Beverages,France,30.740702384941063,30.740702384941063,283620.4166666667,297801,0.04,0.035,0.31,0.295,0.0124,0.6654,0.5728655088266744,0.5728655088266744
2021,Beverages,Germany,7.803178838574395,7.803178838574396,283620.4166666667,297801,0.04,0.035,0.23,0.245,0.0092,0.6654,0.10788885680024711,0.10788885680024712
2021,Beverages,Italy,143.18467596547268,143.18467596547268,283620.4166666667,297801,0.04,0.035,0.095,0.07500000000000001,0.0038,0.6654,0.8177062949636252,0.8177062949636252
2021,Beverages,Netherlands,61.3590091702165,61.3590091702165,283620.4166666667,297801,0.04,0.035,0.06,0.07,0.0024,0.6654,0.2213129275751722,0.2213129275751722
2021,Beverages,Spain,42.7,42.7,283620.4166666667,297801,0.04,0.035,0.095,0.08,0.0038,0.6654,0.24385332131048995,0.24385332131048995
2021,Chemicals,Belgium,1063.9729131279794,1063.9729131279794,283620.4166666667,297801,0.035,0.03,0.03,0.03,0.0010500000000000002,0.6654,1.6789473381189939,1.6789473381189939
2021,Chemicals,France,22.663350669177937,22.663350669177937,283620.4166666667,297801,0.035,0.03,0.31,0.295,0.01085,0.6654,0.3695481736708456,0.3695481736708456
2021,Chemicals,Germany,4753.664740158295,40.695390703555056,283620.4166666667,297801,0.035,0.03,0.23,0.245,0.008050000000000002,0.6654,57.50977030098329,0.4923322740661531
2021,Construction & Materials,France,208.602843595374,132.83752489312982,283620.4166666667,297801,0.055,0.055,0.31,0.295,0.01705,0.6654,5.345173554705631,3.403786894240853
2021,Construction & Materials,Germany,86.6271775586314,86.6271775586314,283620.4166666667,297801,0.055,0.055,0.23,0.245,0.01265,0.6654,1.646879765729918,1.646879765729918
2021,Construction & Materials,Italy,17.85284299239315,17.85284299239315,283620.4166666667,297801,0.055,0.055,0.095,0.07500000000000001,0.0052250000000000005,0.6654,0.140188014179823,0.140188014179823
2021,Construction & Materials,Other (euro area),53.27,53.27,283620.4166666667,297801,0.055,0.055,0.06,0.07500000000000001,0.0033,0.6654,0.26418845807033364,0.26418845807033364
2021,Construction & Materials,Spain,53.27,53.269999999999996,283620.4166666667,297801,0.055,0.055,0.095,0.08,0.0052250000000000005,0.6654,0.418298391944695,0.4182983919446949
2021,Energy and basic resources,Belgium,82.93947983842392,82.93947983842392,283620.4166666667,297801,0.07500000000000001,0.07500000000000001,0.03,0.03,0.0022500000000000003,0.6654,0.28045360630666344,0.28045360630666344
2021,Energy and basic resources,France,445.4008815965282,445.40088159652817,283620.4166666667,297801,0.07500000000000001,0.07500000000000001,0.31,0.295,0.023250000000000003,0.6654,15.56292530375606,15.562925303756058
2021,Energy and basic resources,Germany,367.4404320693222,316.8833481848309,283620.4166666667,297801,0.07500000000000001,0.07500000000000001,0.23,0.245,0.017250000000000005,0.6654,9.525619857523008,8.214965067911534
2021,Energy and basic resources,Italy,533.5005628275999,533.5005628275999,283620.4166666667,297801,0.07500000000000001,0.07500000000000001,0.095,0.07500000000000001,0.007125000000000001,0.6654,5.712641283658926,5.712641283658926
2021,Energy and basic resources,Netherlands,102.52529411708069,71.99045678418202,283620.4166666667,297801,0.07500000000000001,0.07500000000000001,0.06,0.07,0.0045000000000000005,0.6654,0.6933631252282284,0.48686061846831846
2021,Energy and basic resources,Other (euro area),979.5980183194553,494.768105748698,283620.4166666667,297801,0.07500000000000001,0.07500000000000001,0.06,0.07500000000000001,0.0045000000000000005,0.6654,6.624873884035993,3.3460421939722593
2021,Energy and basic resources,Spain,689.68,689.6800000000001,283620.4166666667,297801,0.07500000000000001,0.07500000000000001,0.095,0.08,0.007125000000000001,0.6654,7.384986474301174,7.384986474301174
2021,Food,France,44.6157636670272,52.35046751807881,283620.4166666667,297801,0.04,0.03,0.31,0.295,0.0124,0.6654,0.8314329267675644,0.975572283174297
2021,Food,Germany,17.741660524427658,17.23711674333077,283620.4166666667,297801,0.04,0.03,0.23,0.245,0.0092,0.6654,0.24530098711261564,0.23832502861232807
2021,Food,Netherlands,55.00991584999053,17.23711674333077,283620.4166666667,297801,0.04,0.03,0.06,0.07,0.0024,0.6654,0.19841268115415878,0.062171746594520357
2021,Food,Other (non-euro area),418.9585811193267,418.95858111932677,283620.4166666667,297801,0.04,0.03,0.08,0.095,0.0032,0.6654,2.0148293651665847,2.014829365166585
2021,Infrastructure and transportation,France,4032.537639807556,356.39,283620.4166666667,297801,0.11,0.12,0.31,0.295,0.0341,0.6654,206.6569484782652,18.264050195371205
2021,Infrastructure and transportation,Germany,184.7033706516297,94.70502594757193,283620.4166666667,297801,0.11,0.12,0.23,0.245,0.0253,0.6654,7.022836305209245,3.6008974398460625
2021,Infrastructure and transportation,Italy,168.10750523896542,31.91694500878069,283620.4166666667,297801,0.11,0.12,0.095,0.07500000000000001,0.010450000000000001,0.6654,2.64010133716139,0.5012504889416264
2021,Infrastructure and transportation,Netherlands,278.0403099530338,356.39,283620.4166666667,297801,0.11,0.12,0.06,0.07,0.0066,0.6654,2.757838962563906,3.53497745716862
2021,Infrastructure and transportation,Other (euro area),356.39,356.39,283620.4166666667,297801,0.11,0.12,0.06,0.07500000000000001,0.0066,0.6654,3.53497745716862,3.53497745716862
2021,Infrastructure and transportation,Spain,337.404203718041,84.1249780955385,283620.4166666667,297801,0.11,0.12,0.095,0.08,0.010450000000000001,0.6654,5.29887876292986,1.3211692532287005
2021,Insurance,France,55.298806378314126,0.9714609855907835,283620.4166666667,297801,0.02,0.02,0.31,0.295,0.0062,0.6654,0.5152578893080066,0.009051785558555542
2021,Insurance,Germany,100.56433848890431,150.84,283620.4166666667,297801,0.02,0.02,0.23,0.245,0.0046,0.6654,0.6952148437766154,1.0427772768259693
2021,Insurance,Italy,112.20849827691465,150.84,283620.4166666667,297801,0.02,0.02,0.095,0.07500000000000001,0.0019,0.6654,0.32040298576215487,0.4307123534715961
2021,Insurance,Netherlands,6602.130786390272,10696.432052578431,283620.4166666667,297801,0.02,0.02,0.06,0.07,0.0012,0.6654,11.906457685104186,19.290229129988152
2021,Insurance,Other (euro area),150.83999999999997,150.83999999999997,283620.4166666667,297801,0.02,0.02,0.06,0.07500000000000001,0.0012,0.6654,0.27202885482416583,0.27202885482416583
2021,Insurance,Spain,2.10892137439707,2.10892137439707,283620.4166666667,297801,0.02,0.02,0.095,0.08,0.0019,0.6654,0.006021867465215559,0.006021867465215559
2021,Other sectors,Belgium,15284.63195663957,10601.77,283620.4166666667,297801,0.09,0.095,0.03,0.03,0.0026999999999999997,0.6654,62.0205985616574,43.018904418394946
2021,Other sectors,France,6386.4066118263045,139.54105763258897,283620.4166666667,297801,0.09,0.095,0.31,0.295,0.0279,0.6654,267.77989851210384,5.850909990906572
2021,Other sectors,Germany,1350.0017112803478,77.90212500568116,283620.4166666667,297801,0.09,0.095,0.23,0.245,0.0207,0.6654,41.99734809663841,2.4234655660018034
2021,Other sectors,Italy,817.841256683701,150.84,283620.4166666667,297801,0.09,0.095,0.095,0.07500000000000001,0.00855,0.6654,10.508780800489395,1.9382055906221822
2021,Other sectors,Netherlands,18199.84771951505,1043.3365273723857,283620.4166666667,297801,0.09,0.095,0.06,0.07,0.005399999999999999,0.6654,147.69939537929255,8.467113387151912
2021,Other sectors,Other (euro area),338905.77111048246,150.84000000000003,283620.4166666667,297801,0.09,0.095,0.06,0.07500000000000001,0.005399999999999999,0.6654,2750.362434620687,1.2241298467087467
2021,Other sectors,Other (non-euro area),38.90393520024736,38.90393520024736,283620.4166666667,297801,0.09,0.095,0.08,0.095,0.0072,0.6654,0.4209623285869868,0.4209623285869868
2021,Other sectors,Spain,5076.23602403347,2420.2700000000004,283620.4166666667,297801,0.09,0.095,0.095,0.08,0.00855,0.6654,65.22665765777904,31.099050946798926
2021,Real estate,Belgium,86.60000000000001,86.60000000000001,283620.4166666667,297801,0.065,0.08499999999999999,0.03,0.03,0.00195,0.6654,0.25378719567177643,0.25378719567177643
2021,Real estate,France,2286.2667965521428,86.6,283620.4166666667,297801,0.065,0.08499999999999999,0.31,0.295,0.02015,0.6654,69.23395844683752,2.622467688608356
2021,Real estate,Germany,11.170219387007135,10.826890095353841,283620.4166666667,297801,0.065,0.08499999999999999,0.23,0.245,0.014950000000000001,0.6654,0.2509690108742962,0.24325519525930256
2021,Real estate,Italy,86.6,86.6,283620.4166666667,297801,0.065,0.08499999999999999,0.095,0.07500000000000001,0.006175,0.6654,0.8036594529606251,0.8036594529606251
2021,Real estate,Netherlands,83.05920047174551,86.60000000000001,283620.4166666667,297801,0.065,0.08499999999999999,0.06,0.07,0.0039,0.6654,0.48682128319778706,0.5075743913435529
2021,Real estate,Other (euro area),59.177221117328166,86.6,283620.4166666667,297801,0.065,0.08499999999999999,0.06,0.07500000000000001,0.0039,0.6654,0.346845750462248,0.5075743913435528
2021,Real estate,Spain,23.821117351208652,0.6527201832023272,283620.4166666667,297801,0.065,0.08499999999999999,0.095,0.08,0.006175,0.6654,0.22106311939241574,0.006057329623195627
2021,Telecommunication,Belgium,19.354316480209192,19.354316480209192,283620.4166666667,297801,0.08,0.06,0.03,0.03,0.0024,0.6654,0.06980817486098896,0.06980817486098896
2021,Telecommunication,France,23.821331105793938,29.894043450524908,283620.4166666667,297801,0.08,0.06,0.31,0.295,0.0248,0.6654,0.8878404139219862,1.1141753495236215
2021,Telecommunication,Germany,32.21139776363131,28.92,283620.4166666667,297801,0.08,0.06,0.23,0.245,0.0184,0.6654,0.8907269594992728,0.7997114517583409
2021,Telecommunication,Italy,108.61676432524808,138.06991635849195,283620.4166666667,297801,0.08,0.06,0.095,0.07500000000000001,0.0076,0.6654,1.2405882309466267,1.5769933338210682
2021,Telecommunication,Netherlands,4.212834326843905,4.212834326843905,283620.4166666667,297801,0.08,0.06,0.06,0.07,0.0048,0.6654,0.030390148435303188,0.030390148435303188
2021,Telecommunication,Other (euro area),141.78227472519873,28.920000000000005,283620.4166666667,297801,0.08,0.06,0.06,0.07500000000000001,0.0048,0.6654,1.0227756517597744,0.2086203787195672
2021,Telecommunication,Spain,7.034379825209327,7.034379825209327,283620.4166666667,297801,0.08,0.06,0.095,0.08,0.0076,0.6654,0.0803445847183512,0.0803445847183512
2021,Utilities,Belgium,2909.17,2909.17,283620.4166666667,297801,0.15,0.145,0.03,0.03,0.0045,0.6654,19.674278629395854,19.674278629395854
2021,Utilities,France,3768.6452774180275,1842.2227538494094,283620.4166666667,297801,0.15,0.145,0.31,0.295,0.0465,0.6654,263.363398557166,128.73964240155928
2021,Utilities,Germany,564.5402797102332,186.71994764068228,283620.4166666667,297801,0.15,0.145,0.23,0.245,0.0345,0.6654,29.27057356477765,9.681151478213915
2021,Utilities,Italy,496.9628965616727,292.38695981469095,283620.4166666667,297801,0.15,0.145,0.095,0.07500000000000001,0.014249999999999999,0.6654,10.642803240162062,6.261668436067548
2021,Utilities,Netherlands,9194.953245748316,2909.17,283620.4166666667,297801,0.15,0.145,0.06,0.07,0.009,0.6654,124.3681683374434,39.34855725879171
2021,Utilities,Other (euro area),2606.5520063467116,2909.17,283620.4166666667,297801,0.15,0.145,0.06,0.07500000000000001,0.009,0.6654,35.25543741677247,39.34855725879171
